id,rim_width_mm,rim_shoulder_mm,parting_line_mm,dome_mm,plate_thick_mm,nose_radius_mm,CL0,CLa,CD0,CDa,alpha0,CM0,CMa
geom_174,14.39,16.59,11.91,5.03,1.72,2.42,0.10069809523809532,2.7966615654426077,0.05403159792573064,2.7347166443259154,-0.03920686037463795,-0.01182964285714285,0.24905247587633025
geom_175,21.68,16.06,12.89,2.08,2.2,2.81,0.06003761904761914,2.5512446431949036,0.052539425828527504,2.3073004683581186,-0.03504634933775509,-0.006042142857142846,0.2865198231222065
geom_176,9.73,15.39,10.51,3.26,3.32,3.06,0.15781583333333338,2.863854508773961,0.06844927967826868,2.107683262127905,-0.07483254686262185,-0.03492773809523807,0.29082382751182007
geom_177,20.67,14.51,11.35,2.44,3.09,2.6,0.07160857142857154,2.57569084245382,0.052855810601863985,2.2172838339193026,-0.04445869253200102,-0.009197023809523803,0.3092812536263917
geom_178,20.29,14.05,8.9,1.15,1.69,2.19,0.10753440476190475,2.6035679675573875,0.04857924813286306,2.1062502911021093,-0.050805255349080244,-0.01882964285714284,0.33033063167131704
geom_179,12.38,16.08,7.43,5.23,2.91,2.97,0.11894642857142855,2.9884250827319883,0.0568111935314395,1.8946048129280701,-0.0844209170852748,-0.025333571428571417,0.216537121002656
geom_180,16.16,18.84,16.02,3.27,3.02,2.93,0.04291821428571431,2.7241892252846904,0.05886224986236278,3.0121919429578594,-0.023394426706793627,0.0017953571428571437,0.21054152693217998
geom_181,16.75,14.91,9.82,5.82,1.65,2.17,0.10381833333333328,2.8423481286781582,0.05025160655596551,2.5455644689204795,-0.04361804727477358,-0.0158522619047619,0.26068897585839196
geom_182,15.36,19.01,15.67,5.04,1.81,3.31,0.05826238095238108,2.5993185305768325,0.05712696487135931,2.877579513261615,-0.02368104279045974,-0.0011949999999999975,0.22963329917707492
geom_183,9.21,19.79,11.29,4.8,3.18,1.65,0.06533857142857147,3.1636273913716346,0.0631054781926449,3.3332642994656227,-0.02591755505400888,-0.00849238095238095,0.13393570553796236
geom_184,13.09,13.77,8.59,2.11,2.16,3.51,0.14379809523809525,2.797316374351328,0.052828175941390124,1.8738484447361972,-0.08393115388964532,-0.02859797619047617,0.2950664435662412
geom_185,10.61,16.47,10.86,3.86,2.14,1.72,0.10833428571428576,3.1127159987185813,0.05567342619678979,2.652820179033294,-0.06085254479515319,-0.016121309523809517,0.1806113030627269
geom_186,12.29,13.31,6.52,4.26,1.98,3.21,0.1443286666666666,2.9524460615682266,0.05690696323607087,1.7619030112662286,-0.0827879670958001,-0.03265066666666667,0.24223564229950018
geom_187,9.09,19.2,12.94,4.39,2.19,1.95,0.08927178571428572,2.9927836545306614,0.071091085666447,3.1812825240021194,-0.02693584630585997,-0.013723452380952373,0.18883733997853366
geom_188,15.4,13.29,6.65,2.24,2.03,3.18,0.13561583333333335,2.720696911104846,0.05141219910283533,1.9171849624255037,-0.06386633748201218,-0.02886678571428569,0.3218999669715347
geom_189,22.97,19.3,12.94,4.25,2.58,2.18,0.07187214285714295,2.5397172780309627,0.05108958712101657,2.8838324777378257,-0.016176856909370558,-0.0076904761904761886,0.2970922586275967
geom_190,17.15,17.82,8.34,5.8,3.03,2.68,0.0756861904761905,2.8040008819611875,0.052443769352746174,2.581953248302886,-0.022937606637713565,-0.013160476190476177,0.2371772434796306
geom_191,17.21,17.29,9.75,3.33,2.47,2.02,0.07423821428571431,2.8839625990126003,0.05223121667721101,2.6915103967298615,-0.027459728633635355,-0.01125249999999999,0.25551871384994945
geom_192,20.99,19.71,13.08,0.89,2.26,3.52,0.0645611904761905,2.769664339810134,0.053889007099424034,2.622033013660831,-0.04304618466242724,-0.006000357142857137,0.24737452804773288
geom_193,11.21,18.8,15.52,2.43,2.68,2.28,0.07232726190476188,2.990641883725054,0.06037160385199077,3.120880624096478,-0.0401297507418416,-0.004494404761904756,0.14564723570748173
geom_194,16.64,16.9,7.79,1.39,2.36,2.21,0.07909988095238096,2.944464213807963,0.05349151522917482,2.3191984702086903,-0.04551551640002638,-0.015181309523809515,0.23332342021476266
geom_195,16.13,14.96,7.79,5.01,2.51,2.22,0.1280093333333332,2.894784680414442,0.04905839937842589,2.5615659787085714,-0.048884796408994256,-0.022041333333333333,0.2047860294615683
geom_196,10.08,17.42,9.5,2.82,2.69,1.69,0.08400095238095238,3.123329359780767,0.06146324871688496,2.6316295771972427,-0.047424320051962704,-0.014341428571428566,0.18531092116802614
geom_197,12.75,18.02,8.14,4.2,1.82,1.75,0.06584190476190481,3.0204152262934585,0.05568324371095193,2.925084673935064,-0.023693384813080667,-0.00992488095238094,0.18720031770673132
geom_198,10.49,14.04,7.36,2.52,2.57,1.77,0.12662964285714295,2.9906964511341143,0.05665968188388751,2.109941277077651,-0.0633573555817092,-0.02744738095238094,0.2699313307679426
geom_199,21.8,18.65,11.36,0.51,2.79,2.29,0.08580940476190478,2.614085835653718,0.050725319000264314,2.8164394161608652,-0.021916717790191654,-0.011605952380952363,0.2944048137313878
geom_200,10.8,16.2,9.71,3.96,2.2,2.64,0.1181413095238096,3.071087886531874,0.05635725980283179,2.1765527180950843,-0.07805198490529366,-0.022429999999999988,0.21706915324099174
geom_201,11.04,17.98,9.59,0.84,1.62,2.7,0.08084630952380951,3.125314249285327,0.06452823576701786,2.195919538625576,-0.07153710118788335,-0.014972619047619044,0.19064488540364882
geom_202,14.22,15.22,11.29,2.46,2.98,2.76,0.10474535714285715,2.787214582749082,0.05334599651736273,2.1983946703974113,-0.06606357527674016,-0.016397261904761894,0.2557369834861898
geom_203,13.49,14.45,9.39,4.04,3.15,2.75,0.13632761904761906,2.8303569405372055,0.05476385764577965,1.981755505315286,-0.07371623996580146,-0.026685476190476176,0.2824818348517607
geom_204,22.32,14.51,9.77,4.85,1.8,2.25,0.08618142857142856,2.6283211084922664,0.04783095424515051,2.3563688701506194,-0.03420430430244473,-0.01231869047619047,0.32203638549418506
geom_205,15.64,15.71,9.27,1.1,1.71,3.07,0.10242714285714287,2.7995536381227915,0.053832053754199145,2.2627046731006843,-0.05051734738879664,-0.017112976190476182,0.26891501277419877
geom_206,11.18,17.61,8.28,5.06,2.83,1.65,0.07835761904761904,3.170120913049785,0.05718394478281238,2.6717961892840236,-0.04904630775418208,-0.014096666666666655,0.1492418637793143
geom_207,15.55,13.47,6.07,1.29,1.67,2.7,0.12318214285714287,2.7854343210284958,0.053263692700200205,2.037901915507949,-0.050137633212747626,-0.02688869047619047,0.31958085208648157
geom_208,12.76,14.35,10.85,0.61,3.06,1.85,0.10055857142857137,2.7625569347800587,0.055991420905517446,2.298832912296581,-0.05352661730724371,-0.017318452380952382,0.27547674371367314
geom_209,19.98,18.05,12.15,1.2,2.79,3.07,0.07251595238095242,2.7052747971192406,0.05190671200218482,2.6111771725562942,-0.03465421715792357,-0.007886904761904755,0.26914010333657157
geom_210,12.58,13.95,10.79,0.55,2.26,2.99,0.11141107142857153,2.7522641572461004,0.05910619033553581,2.067342956583452,-0.06980492165864072,-0.021046428571428556,0.28651982312220653
geom_211,10.5,16.04,10.6,5.66,2.78,2.23,0.12176333333333339,3.0538104806382265,0.056833451234591936,2.467793223247581,-0.0645464100355938,-0.02151738095238094,0.20846114446176436
geom_212,11.94,14.84,11.57,4.69,3.1,3.35,0.112904761904762,2.8627699815188925,0.05751977452168948,2.311555958071098,-0.06497829362822362,-0.018712142857142837,0.24878645975716232
geom_213,10.39,13.87,8.97,4.22,2.08,2.07,0.1455975,2.9327867882691057,0.06260115609965919,2.2281396750238374,-0.06058957845864584,-0.03158309523809522,0.28581044680442547
geom_214,22.12,15.94,11.31,0.44,3.13,2.47,0.07752785714285712,2.5506034761384493,0.05047577114694321,2.3526344608106613,-0.04007099300299922,-0.010437738095238088,0.30522962350368094
geom_215,9.24,18.19,14.33,2.91,1.68,3.38,0.10858547619047625,2.9622600100876793,0.06882759909231895,2.8560415245102146,-0.05244346612553851,-0.013604404761904753,0.19369383938488072
geom_216,9.22,17.66,8.24,4.17,2.12,2.13,0.09029297619047624,3.1360094614611023,0.06267851221129589,2.4832519409804394,-0.060816119406689226,-0.015939761904761894,0.16142403785197684
geom_217,19.21,14.1,6.53,1.35,2.58,2.71,0.10052928571428572,2.7640302548246822,0.04863177327523003,2.112503255578325,-0.04062901484663721,-0.021372000000000002,0.3221741682020619
geom_218,11.45,15.51,8.23,2.1,1.62,1.85,0.09542750000000005,3.0851117106603145,0.057591385076778925,2.542611680140045,-0.046299781063895214,-0.01876547619047618,0.2287875043366436
geom_219,10.68,15.67,7.94,5.52,2.72,3.13,0.11895059523809522,3.0148970970522586,0.06066544644606292,2.3643153458391395,-0.05354783491508494,-0.025397261904761888,0.22168692023270087
geom_220,20.55,18.9,9.33,0.97,1.78,1.81,0.054091785714285794,2.7527961894844357,0.049800333646616526,2.86125232824039,-0.008578050116226149,-0.0077745238095238,0.27394203533385847
geom_221,14.18,17.94,12.95,0.44,2.98,2.45,0.07931654761904759,2.902447308831703,0.058663762431173244,2.385809911226124,-0.06255285070897887,-0.01017071428571428,0.20188577167002494
geom_222,13.2,17.61,8.52,2.92,2.32,2.19,0.0660211904761905,3.0347800967285243,0.05701587453280515,2.464145660636458,-0.04275667599857656,-0.01149285714285714,0.20732887072376782
geom_223,15.59,16.56,13.73,1.12,2.66,1.72,0.0491071428571428,2.807493196141034,0.05846343660287476,2.8069296993532906,-0.033359060309791994,-0.0010657142857142794,0.2089658929955701
geom_224,11.0,18.43,8.99,5.5,1.71,2.0,0.0723066666666668,3.115144248421754,0.05601277144214013,3.257403681827125,-0.027660380029057238,-0.010134404761904756,0.135415846508717
geom_225,13.22,16.35,7.69,4.64,2.61,1.7,0.09054083333333335,3.0353735173020517,0.054011506279716744,2.548908067980673,-0.03932394888462933,-0.017362023809523803,0.20930011837606313
geom_226,21.45,18.43,12.87,5.05,3.23,2.38,0.07254416666666676,2.545849290624089,0.05197315199705388,2.697980478028166,-0.020850296743912894,-0.0072795238095237965,0.29714682603665676
geom_227,22.9,19.58,11.69,5.93,2.63,1.72,0.083564761904762,2.56262194798393,0.048945940325995224,2.9238253963669365,-0.010381952365928095,-0.010439880952380945,0.29814950217813574
geom_228,9.63,18.65,15.18,3.32,3.04,2.77,0.0968746428571429,2.9849259476260106,0.06401187291739789,3.092829130682355,-0.04671049977954181,-0.010592857142857135,0.16558480279280782
geom_229,19.2,17.31,7.99,2.45,3.07,1.67,0.07018345238095242,2.8926115333486226,0.051169229265715335,2.5403970885547187,-0.026231848475118225,-0.013318571428571412,0.25635768776424817
geom_230,15.81,18.23,14.55,3.89,3.24,2.91,0.06190773809523808,2.7147490635172975,0.057157366054567366,2.950921575763858,-0.029710559794257446,-0.0024497619047618986,0.23263450667537916
geom_231,19.42,13.3,9.26,4.86,1.92,3.43,0.10084547619047625,2.596221830112674,0.04679035167501988,2.0867966238427833,-0.051196796857848455,-0.016712499999999998,0.30634825538941257
geom_232,15.49,19.75,13.07,4.71,1.95,1.6,0.0719083333333333,2.7593510994977795,0.053710321931141225,3.2483281986637302,-0.015276472221958378,-0.00518380952380952,0.22904669952967904
geom_233,10.98,14.41,11.69,3.34,2.67,3.27,0.12180511904761905,2.8533366406776315,0.056804441044051524,1.8825765409842485,-0.09588199780337256,-0.02135642857142856,0.2578719333656654
geom_234,9.86,19.24,12.21,3.52,2.67,2.31,0.09154119047619051,3.0739049290246,0.06803393002350985,2.6913801266366058,-0.05185976385354719,-0.015258928571428562,0.17640961256510085
geom_235,21.73,15.4,11.15,3.9,2.22,2.06,0.06964595238095249,2.594612091545402,0.05004389527883558,2.4451262270213108,-0.03355533339733053,-0.007757976190476181,0.31012704846682304
geom_236,13.83,18.94,14.99,4.58,1.98,1.97,0.06430940476190475,2.813802552813605,0.05513777330636493,3.6205532784560672,-0.01434038608102576,-0.0012323809523809477,0.1952421896169605
geom_237,21.09,18.6,15.0,3.1,2.83,2.76,0.04716642857142864,2.525802588720643,0.05526500629810046,2.944190954279046,-0.0179436692381891,0.0011386904761904824,0.2681101434905626
geom_238,17.6,13.81,11.49,2.92,2.13,3.51,0.07808690476190477,2.6486065428103496,0.054966010706692235,1.838111015820063,-0.07696394853886587,-0.010978690476190461,0.2907692601027601
geom_239,19.55,19.83,14.54,2.77,1.62,1.94,0.06382666666666674,2.556592249282792,0.0535112361892446,3.122834675495294,-0.013331688608905585,-0.0021339285714285666,0.2752448322251678
geom_240,17.75,16.61,9.24,2.49,2.46,3.54,0.10387988095238102,2.8435417907513467,0.05132536020507196,2.050668384646884,-0.06957534702553118,-0.018417738095238077,0.26201223552809877
geom_241,17.31,14.65,9.2,4.49,3.07,3.02,0.1155019047619048,2.7322174553426555,0.05067566559146563,2.0664310659306704,-0.05860026951214648,-0.020447976190476183,0.2943297835439303
geom_242,13.41,14.19,9.61,4.33,2.54,2.43,0.12394500000000003,2.8585273654644725,0.05338171182667627,2.041679748212327,-0.07278651801215562,-0.023222738095238078,0.27064752801185615
geom_243,9.44,15.31,11.55,3.82,3.16,2.53,0.14358392857142854,2.9106460620429786,0.06384709223073624,2.247332802096663,-0.07444172902857374,-0.02868714285714284,0.2582402633768209
geom_244,10.52,13.53,6.97,1.61,1.64,3.31,0.15526609523809518,2.8677574427069854,0.06286711736398758,2.1086385761451103,-0.06116279212031089,-0.035962047619047616,0.3191429486287745
geom_245,21.12,17.71,12.68,0.93,3.27,3.05,0.06902452380952379,2.5739037598071026,0.05294086170966968,2.4624087260597323,-0.033042514181843854,-0.007367738095238084,0.28820459187693637
geom_246,14.73,14.49,10.24,3.6,2.42,2.37,0.1015660714285715,2.8177859736749897,0.05172771465711868,2.1907955816242364,-0.060164597542039684,-0.015780833333333317,0.2696107472397147
geom_247,11.71,19.51,16.38,4.51,2.87,2.71,0.06239559523809531,2.9942296908707537,0.06239093400170924,3.190184313707839,-0.042739506410315715,-0.0009680952380952351,0.13393570553796239
geom_248,10.45,15.51,8.54,4.06,3.27,2.06,0.11394702380952379,3.0566820905400136,0.05843119916028847,2.234522909593309,-0.06203382256264943,-0.024298214285714274,0.23644740438345213
geom_249,18.89,14.45,11.19,0.5,3.02,2.02,0.06814750000000003,2.604318269431964,0.05327588715554096,2.3190247767510184,-0.03971347115597297,-0.00933619047619047,0.3011029631935125
geom_250,21.29,15.6,11.95,3.71,2.89,2.95,0.07265321428571431,2.5516061522799283,0.05231495857195886,2.359147965473385,-0.036625764390150306,-0.007564761904761897,0.30666883891764046
geom_251,11.96,16.8,12.82,0.89,1.86,3.22,0.0911544047619048,2.856569759664441,0.061860909854397614,2.475044925105412,-0.055297951557669506,-0.011130119047619038,0.21350180887368916
geom_252,20.94,18.04,11.83,3.79,3.33,2.68,0.0894942857142857,2.6815243323258424,0.04955746850011703,2.6591165668739274,-0.03627307606633918,-0.011655476190476171,0.2756063413101908
geom_253,12.32,19.15,11.66,4.18,1.76,2.31,0.07024309523809535,3.054042392126732,0.06010939233105075,3.0166211261285123,-0.0339609366586421,-0.008385357142857134,0.17931532709755
geom_254,21.29,15.9,9.77,4.07,2.5,3.01,0.08858130952380965,2.585465229601706,0.04882622548512512,2.353676621556696,-0.030723661650400545,-0.013362738095238087,0.3181211738941244
geom_255,20.7,17.08,13.07,3.98,1.64,2.11,0.05948988095238099,2.6764836679139172,0.052783762420062316,2.8169604965338797,-0.026775597764363872,-0.003147380952380947,0.26878541517768106
geom_256,16.07,19.83,10.59,4.33,2.08,2.94,0.05177095238095242,2.8316938420591775,0.05466430380425748,2.7975502526389744,-0.0192733925710918,-0.005785476190476184,0.22453124642995753
geom_257,17.05,17.81,13.75,3.7,2.99,2.59,0.061546309523809586,2.7317740951440412,0.05428113908363852,2.942410596337907,-0.029251477176637567,-0.003352857142857142,0.2370408249569805
geom_258,10.42,18.69,14.13,4.06,2.62,3.55,0.11774464285714296,2.910195880918233,0.07542928286931931,2.907281094523625,-0.043601949260451085,-0.021018333333333323,0.22191201079507375
geom_259,15.23,15.49,10.47,1.48,3.32,2.42,0.10449321428571431,2.808045691157766,0.05324875406805039,2.255887204887035,-0.05681315312715516,-0.016879523809523796,0.2681715318257551
geom_260,13.37,15.72,9.05,2.94,1.87,3.2,0.10993964285714296,2.9616393058096206,0.05498602252650174,2.3225854926333054,-0.05837293770362684,-0.020333333333333325,0.23840501018348245
geom_261,11.55,14.91,12.1,1.73,2.76,2.9,0.11175714285714285,2.8631519533823138,0.05716296192306232,2.07902384161193,-0.08136169564541539,-0.01862833333333332,0.24491217371389676
geom_262,9.51,13.09,9.49,3.8,2.06,2.29,0.1669704761904763,2.8233177447684548,0.06811559145489024,1.9908744118430968,-0.07329750934070182,-0.03879190476190474,0.31501765250383246
geom_263,16.22,15.77,10.73,5.3,2.73,2.27,0.10131654761904765,2.785482067511424,0.05178277157616858,2.398446110271806,-0.05017892696829848,-0.015004880952380941,0.2653681311852937
geom_264,19.06,19.29,15.81,2.66,3.27,2.13,0.05229214285714286,2.62066802937159,0.056089167124179426,2.960344445842597,-0.020680566928169473,-0.0014170238095238005,0.24232704270967562
geom_265,10.03,17.23,13.14,2.7,2.83,2.06,0.09132035714285718,3.034936978029572,0.060109052992148616,2.9591720150033067,-0.04572925527718999,-0.011412023809523792,0.18425367761748704
geom_266,11.34,16.44,7.81,0.68,2.27,2.46,0.09262011904761903,3.018062006777743,0.06382095016122247,2.123923600420293,-0.06006313399834285,-0.0195192857142857,0.2401920928302
geom_267,17.47,13.06,10.75,5.81,1.61,3.35,0.06990547619047618,2.667596001163257,0.05407641674639416,2.1299594480744153,-0.0507702548338337,-0.008470952380952367,0.29714682603665676
geom_268,18.27,13.08,10.7,4.1,1.65,2.05,0.0713767857142858,2.727135865373935,0.05302490365508092,2.188841530225419,-0.05080262989366382,-0.008083452380952363,0.2913967853069509
geom_269,16.53,16.24,10.09,4.86,2.69,2.53,0.10333297619047621,2.836106981266911,0.0522005271184823,2.5954579146369254,-0.04012832306481346,-0.01655940476190475,0.25569605792939476
geom_270,20.03,15.09,9.15,1.27,2.8,2.25,0.0958569523809524,2.6776664165052955,0.04952435537380748,2.2443365899518137,-0.04059638879311349,-0.016747333333333343,0.31413366047705954
geom_271,22.49,15.97,13.03,4.46,2.52,2.86,0.05217666666666676,2.6237920135402795,0.052293605930911036,2.5763082109285245,-0.02624759860259475,-0.0033172619047619023,0.2880681733542863
geom_272,15.16,17.28,10.18,2.54,2.48,1.64,0.07730547619047617,2.9354128448301227,0.05291639289124661,2.8497017133051634,-0.02777511216446726,-0.010551547619047611,0.2387119518594454
geom_273,14.69,14.56,8.13,2.6,3.24,1.84,0.12539214285714279,2.8622515911328237,0.05193347573878529,2.2729091637389516,-0.050504946312319346,-0.02439161904761905,0.2816796939385777
geom_274,22.8,18.06,8.8,4.66,2.12,2.58,0.0740630952380952,2.717552464157759,0.04790108766465532,2.6359719136390556,-0.018554761346444213,-0.012383928571428553,0.2824477302210982
geom_275,10.81,17.62,9.3,1.84,2.16,2.1,0.0674464285714286,3.1249527402003046,0.06133923669025995,2.7015846172748734,-0.03957000717611237,-0.011195952380952376,0.1920090706301508
geom_276,18.01,14.36,11.07,3.26,2.22,3.25,0.07580190476190483,2.669519502332624,0.052311539891931574,2.231787237634967,-0.051188310527496575,-0.009168690476190471,0.28986889785326886
geom_277,11.4,19.26,10.84,1.21,2.15,2.23,0.060025952380952506,3.0745870216378517,0.0654787835623002,2.7952922376892286,-0.036045185104160625,-0.007803928571428562,0.18414454279936696
geom_278,12.69,14.68,10.64,4.09,2.17,3.13,0.1222579761904762,2.8370482690731977,0.0544504649537258,2.1033409256860915,-0.07676594956003335,-0.021116785714285703,0.25813794948483326
geom_279,12.52,13.87,10.85,1.26,2.48,3.38,0.11522392857142862,2.7119115582461726,0.06146945322424926,2.1599215695229366,-0.05882508013569724,-0.021856785714285693,0.30520233979915073
geom_280,11.17,17.82,10.03,5.19,3.2,3.42,0.10071964285714287,3.1148645904503223,0.055150186599395044,2.116758745291298,-0.08534325992527787,-0.018859166666666656,0.17582301291770497
geom_281,10.15,18.98,15.34,3.57,1.85,2.57,0.09350880952380958,2.877407688999258,0.07257009403906176,3.310467033146099,-0.026129344217603958,-0.011391309523809519,0.18306683647043046
geom_282,16.37,16.01,7.67,4.63,2.77,2.09,0.1010084523809524,2.929567311134561,0.05045062690473316,2.1617019274640787,-0.05936896164762708,-0.01912654761904761,0.23171368164749032
geom_283,13.75,19.65,14.86,2.25,2.92,1.92,0.08294797619047625,2.7550334532559,0.05804309460185875,3.2581418790222334,-0.025056193495718384,-0.005958214285714281,0.224497141799295
geom_284,11.32,19.22,13.8,3.63,2.54,3.51,0.0726867857142857,2.8474570023514083,0.061940091097931325,3.247633424833041,-0.019744693499396906,-0.00598309523809523,0.21091667786946794
geom_285,12.89,18.8,13.7,5.94,2.86,3.54,0.09038035714285719,2.8184407825837114,0.057055868042384245,2.9435830271771932,-0.03556467519863122,-0.008337738095238087,0.21159194955658644
geom_286,9.67,18.03,13.11,2.1,2.0,3.34,0.11136273809523801,2.9817883216050567,0.06724533349184239,2.5568545436691963,-0.06235961052496044,-0.01773392857142856,0.20239734112996316
geom_287,11.7,15.64,12.22,4.24,3.27,3.2,0.12185571428571439,2.8952375899096388,0.05401526628410208,1.9405467324824694,-0.09405051276234441,-0.021544166666666656,0.23790708257580925
geom_288,20.01,16.43,8.67,5.47,1.69,3.5,0.09082702380952395,2.7873919268285263,0.04814664736613337,2.5772201015813074,-0.03143848163246385,-0.014456309523809515,0.270524751341471
geom_289,14.96,16.74,10.33,1.87,2.53,3.41,0.09754809523809523,2.875484187829891,0.053012021384689814,2.3690484925607196,-0.05562311253150526,-0.014379404761904753,0.24538281761703998
geom_290,11.64,17.3,12.56,5.74,1.7,3.38,0.1104261904761906,2.9650020223929485,0.05363191506605845,2.439698306469042,-0.07608416566748687,-0.015472023809523805,0.17033898830716715
geom_291,19.62,19.31,10.34,4.29,2.39,2.26,0.07913988095238096,2.731405765132887,0.05001021380274159,2.937547179523071,-0.014307396463210421,-0.01101511904761904,0.2584789957914588
geom_292,15.88,18.15,12.18,1.41,2.87,2.25,0.08242976190476194,2.7902089693212524,0.05548975313368027,2.646436944463831,-0.03931866398333575,-0.009940238095238085,0.23383498967470087
geom_293,10.74,18.3,12.08,5.9,1.76,3.38,0.10146107142857146,3.153989422746397,0.05815910432853106,2.5421774464958635,-0.07130497582877919,-0.01598178571428571,0.15676534530347264
geom_294,14.32,14.95,9.6,1.55,3.33,1.76,0.11390380952380959,2.7265970122094667,0.053296956243407724,2.1897968442426183,-0.05281378291468349,-0.021003214285714278,0.28314346468661417
geom_295,15.53,16.63,12.17,4.1,2.91,1.93,0.08710309523809519,2.750292909593806,0.053718501050255676,2.5887707165165312,-0.038007027773208794,-0.010834761904761894,0.24699937711044476
geom_296,22.77,14.33,7.17,4.48,2.76,1.96,0.12657952380952378,2.683052219779525,0.045569593535046075,2.0108057361110268,-0.05867509216707971,-0.023555476190476175,0.32479886057785146
geom_297,17.39,17.54,12.78,2.94,2.72,3.12,0.07007428571428567,2.682015439007384,0.05509526692670327,2.550167345548804,-0.03342391107888003,-0.0067265476190476155,0.2678100227407322
geom_298,16.8,18.59,15.58,5.9,1.99,3.57,0.04629690476190481,2.533523877102644,0.05529300047610075,3.111327483924485,-0.009539497959725382,0.0016427380952380992,0.2528721945105358
geom_299,9.67,15.12,6.98,0.69,1.93,2.16,0.11771000000000005,2.9405012557249743,0.06561117650463481,2.069861511719703,-0.06179392644947278,-0.02725773809523808,0.27666358486072984
